"","eHCC-1","eHCC-2","eHCC-3","eHCC-4","eHCC-5","eHCC-6","eHCC-7","eHCC-8","eHCC-9","eHCC-10","eHCC-11","eHCC-12","eHCC-13","eHCC-14"
"NDRG3",6.940007013,6.995481565,7.018344026,6.724408061,7.328185626,6.698129492,7.122259963,7.009720881,7.607520102,6.96390817,7.029480019,7.036277044,7.163034114,7.401566772
"NDUFA4L2",6.863134682,6.063522864,6.43884598,6.041521103,5.054618023,5.806695498,7.716475081,6.319904389,6.626285484,6.040463244,6.080836541,7.076553573,5.140773942,7.662027384
"NEDD1",5.664629666,5.571326801,5.876035706,5.851007693,5.170261106,4.936622598,5.48133162,5.876463001,5.417529116,5.688680514,5.374483965,5.606447064,5.221742119,4.990190735
"NEDD4L",7.861515928,7.027285497,8.037958305,8.380411001,9.749488599,8.573411189,8.896550627,7.754783211,8.43935612,8.195139585,8.887723147,7.949619824,8.977392306,8.116750418
"NEK2",5.531357299,5.898922118,6.888570102,5.040585052,5.149672272,5.33914547,6.743964236,5.287616964,5.478498195,5.077350455,5.248763376,5.388967833,4.938100964,5.393360913
"NEK9",4.634193809,4.612334648,4.585995657,4.596763514,4.511439166,4.631556551,4.644469833,4.626612644,4.405032528,4.683209086,4.871258934,4.602146349,4.468708593,4.543724924
"NELFCD",9.661154401,9.425931267,9.218965212,9.835703299,9.977163629,9.860882991,9.817551099,9.545055404,9.311927734,9.774706517,9.337955252,9.770747233,9.692912657,9.402401639
"NEU1",8.723019208,8.767782295,8.819663178,8.506747847,8.595046223,8.323447708,8.607489086,8.850693628,8.586773675,9.068124272,8.365187793,8.419593642,8.422259654,8.240949964
"NFE2L2",9.444246255,10.113602,9.523725243,10.24306867,10.0494748,9.466507595,9.813998854,9.436200017,10.04707071,9.799536809,9.504966623,9.582365624,9.904715699,9.589982123
"NFRKB",5.107058922,5.834632239,5.637079153,5.705815908,6.273239247,5.964135916,6.034437798,5.362383783,5.835929554,5.920782187,5.958227957,5.466761735,5.734674746,5.667085304
"NFYA",6.40531839,6.164225143,6.024896302,5.618199256,5.44814447,5.332684817,6.198993287,5.840880615,5.719502967,5.883871495,5.715150995,5.684556713,5.776346879,5.219817851
"NFYC",7.888909427,8.35954971,8.201899365,7.922320724,8.519105943,8.181717665,8.405392214,8.153673429,8.034629724,8.695893597,7.730798254,8.037011359,8.344569474,8.335018028
"NGFR",4.661036256,5.550610387,4.948491541,4.731703485,5.256243988,4.891426939,5.024032804,4.664882341,6.246698732,4.569269144,4.674411407,5.32530874,4.901129255,4.984144871
"NHEJ1",4.753858554,4.854663781,4.975466641,5.38022579,4.996798532,4.826070753,4.883158654,5.005112464,4.807736971,4.935190609,5.038315848,4.742184296,4.728708696,4.863896062
"NIF3L1",9.471497514,9.046653179,9.199537288,9.085402662,9.082737769,8.911644414,9.651106922,9.464507446,9.614612929,8.99027569,9.498721607,9.282449,9.545055404,9.159929966
"NIPAL3",6.925746572,6.651400204,7.617317157,6.552634349,7.019112737,6.85410158,7.252033072,6.770162857,7.413177373,6.886788712,6.574891939,6.713967241,6.743964236,7.2373121
"NIPBL",7.798877888,7.820676706,7.930304256,7.685861401,8.554948235,8.428099708,7.764228677,7.818496617,8.46322566,7.55007479,8.021827473,8.167387882,8.331250182,8.146575536
"NIT2",10.41652376,9.695716355,10.00054237,10.57290248,10.15614762,10.33135146,10.44673206,10.20999619,9.852047347,10.38183281,9.733311964,9.348650026,10.22312729,9.998888311
"NKD2",6.254121978,7.180472306,6.359312279,8.986220432,5.738045577,6.268263998,6.304657812,5.114279022,7.1389788,6.556018041,5.464393785,7.701824525,6.214796284,7.101462556
"NKIRAS2",6.258721057,6.550835564,6.787494046,7.059625418,7.374543172,7.33102735,6.795773296,6.790564613,6.311048207,6.698436988,6.84368669,6.971444989,7.200934578,7.071487828
"NME1",12.37828033,11.19411152,11.26470497,11.29634348,10.42554959,10.69539663,10.95300783,11.81139984,10.99201781,11.91327806,10.91622692,11.42824923,11.28297373,10.97725935
"NMRK1",7.966987868,8.09039246,7.589156745,7.47903715,8.328589957,7.921575097,8.767782295,8.01779083,7.694924542,7.893461653,7.662422299,7.197919128,8.14737731,7.624110746
"NNMT",11.79745741,12.28216142,12.83143157,12.90515732,11.71975143,11.76107566,10.90676835,12.98388344,12.24092068,12.76630827,12.27170126,12.34165508,11.71369663,12.20759473
"NNT",9.774706517,9.605318931,9.769332441,9.776112642,10.07132433,8.762151183,9.48852727,9.750886253,10.07060806,9.738122143,9.3633953,8.64017614,10.16467406,8.840324354
"NOL11",9.468294418,9.014859552,8.783621012,9.277382618,8.871702733,8.5860001,8.950939059,8.636049145,9.311285654,8.975335339,8.806873531,8.937301734,9.131581969,8.91209007
"NOL7",10.72003293,10.62490192,10.23961758,10.60202294,10.27329989,10.06895432,10.2153195,10.67382314,10.58384328,11.11082584,10.12239327,10.76975574,10.6351313,10.323178
"NOL8",7.881343477,8.006293001,8.089591677,7.659121531,8.220235261,8.179772392,7.88692596,7.951113539,8.168897763,8.155978492,8.145781831,8.06851434,7.7258208,8.395518253
"NOM1",4.732817906,4.592008321,4.725798513,4.801921377,4.644248007,4.727129762,5.153757726,4.770999196,4.787126384,4.565122008,4.640627913,4.724817323,4.682809424,4.814786369
"NONO",10.89369289,11.67278258,11.29790592,11.56424984,11.63633231,11.31722891,11.44745934,11.11950208,11.45290666,11.51377697,11.12087662,11.6706654,11.32079149,11.06745893
"NOP2",9.252114315,9.43981511,9.089380886,10.08487693,9.155719231,9.264780894,9.537620301,9.257267415,9.143284207,9.545583506,8.842406331,9.881728668,9.050305595,9.48852727
"NOP56",9.136162559,9.44484982,8.884092558,9.932543603,9.450602405,9.703306081,9.510320321,9.521927797,9.645803413,9.618698019,9.465184252,9.737452706,9.136162559,8.88147021
"NOSIP",9.602747334,9.413597733,9.733311964,9.277933511,9.230626676,9.319509258,9.181159017,9.275226387,9.830080423,9.349740255,9.358576052,9.515079597,9.456068863,9.476644969
"NOX4",5.183100709,5.345935275,5.341640209,5.406505825,5.179548714,4.90302553,6.506403573,5.152753225,6.026597041,5.345786801,5.329680489,6.049781605,5.80764656,5.890130857
"NPC1",9.642707798,7.920819745,8.066989017,7.912051613,7.914477872,8.30332619,8.201899365,8.354576572,8.282328481,8.029862171,7.902093499,8.418194384,8.075514452,8.347101502
"NPM1",11.41949993,12.23353193,11.846383,12.04649713,12.27942591,11.7118316,11.90438837,11.50618329,12.65386471,12.65386471,12.71726072,12.86792889,12.30380746,12.08035946
"NPNT",4.557021868,5.064056408,4.433730776,4.483376479,4.713954729,4.456568253,4.869922984,4.569824257,5.586934402,4.564869744,4.553208069,4.890130101,4.634781234,5.060426579
"NPY1R",4.647412077,4.526202536,4.84161876,4.55407096,4.776180295,4.503505102,4.584127764,4.788220117,4.640255765,4.673773826,4.603793767,4.494232475,4.672065696,4.637009496
"NQO1",10.87591402,11.05245077,6.669400801,5.817539178,5.675175393,6.023495743,7.191570781,11.00288367,9.374684011,5.896230614,6.228559027,7.847348006,5.572858986,7.428670231
"NR1H4",9.289719248,10.16970922,10.62609825,9.824924223,10.20257689,10.45059266,10.27173295,10.16817303,9.990801498,10.1656034,9.816138756,9.579241705,9.981853596,9.494721497
"NR1I2",8.001835654,8.048610288,8.054477443,8.227139761,8.7969313,8.416850076,8.928026557,6.874243865,7.086963176,8.637867916,8.397463968,6.995183332,8.87034861,7.756513105
"NR2C2",6.624056589,6.374393424,6.414148153,6.287744813,6.593439146,7.025604163,5.50279168,6.28614977,5.960832147,5.812938671,6.487594552,6.019681601,5.723705543,6.387163382
"NR2C2AP",6.55871171,7.006414566,6.041521103,6.640031124,6.35109921,7.086963176,7.137253162,6.816182186,6.365736012,6.380213614,6.676470517,6.880200328,6.828046499,6.779337419
"NR3C2",7.650111463,7.342525948,7.895664353,7.728783927,7.249254726,7.465951009,7.039735501,7.129654909,7.315043651,7.164034761,6.96329288,6.438230764,7.505097775,6.985120953
"NRAS",7.797310422,7.028249996,7.542568098,7.476987503,7.402935776,7.2373121,7.807277268,7.738492897,7.484997945,7.511433028,7.367732941,7.33577264,7.343130924,7.111957121
"NRBP1",6.507337171,6.474200364,6.638831588,6.897601412,6.968974351,6.752508006,6.199266115,6.718223022,6.281950479,6.810997179,7.130864855,6.588884175,6.963601434,6.719543949
"NRF1",4.706271698,4.785847979,4.823534301,4.715470829,4.713529033,4.77926147,4.820401356,5.102868137,4.976464494,5.131111715,4.811094274,5.0007485,4.850732625,5.194604343
"NSF",10.62844607,10.07714853,10.32032903,10.24923615,9.912887824,9.856584361,10.1246711,10.19251686,10.19675378,9.896499108,9.906213997,10.44371862,9.977163629,9.993032968
"NSFL1C",8.64203448,8.23178965,8.709617715,8.389916446,9.136676309,9.09782927,8.322001458,8.263222956,8.136032084,8.643753488,8.791279892,7.968806947,8.887723147,7.796650678
"NSMCE2",7.769299899,8.253810144,8.171262926,8.388649109,7.819241991,7.674022991,8.449289758,8.620783747,8.48743964,7.918975776,8.421397336,8.09039246,8.080305908,8.222256592
"NSUN5",8.403734112,7.730798254,7.613802273,8.020705415,8.898993726,8.695893597,7.929127083,7.804507054,8.093103877,7.674641218,8.492291162,8.070706351,8.277027784,8.822560572
"NTF3",4.630106224,6.921775886,5.695867106,5.701711333,6.277960577,6.178563436,5.453588049,5.386046304,6.60328386,5.241067886,5.633153968,5.788166739,6.823319832,6.147097846
"NTN4",5.388805431,6.345661329,6.140590076,7.004467576,7.368406377,6.947143197,5.824180003,7.026977796,7.048183102,6.896330792,7.745686183,6.908905322,6.953091777,6.838050139
"NTPCR",8.618507841,9.2440484,8.836893977,9.037462732,8.444955235,8.444087558,8.595471987,8.992390068,9.18659025,9.11982675,8.423140104,7.248927652,8.959503327,8.681039979
"NUAK1",8.124614699,8.686422719,8.87790076,8.210090648,8.601584238,9.666563766,9.080069311,8.897546069,8.80128757,8.831217974,9.736774976,9.674770565,7.894909339,8.456455436
"NUB1",10.54903287,9.536546728,9.832164685,9.987148495,10.15885081,10.27571578,10.58165482,9.875726857,10.28023172,9.826464597,10.37318214,9.692353358,9.96766382,10.48007501
"NUDCD3",8.521672994,8.020705415,8.614488873,8.703997795,9.189969297,9.148800093,8.454034257,8.43673915,8.577305269,8.879858259,9.038370016,8.709617715,8.549452929,9.328319153
"NUDT1",7.646825969,7.22099359,6.707357383,6.706111879,7.568454813,7.918583368,7.567410473,7.389413287,7.795550273,7.352028843,7.322866734,7.624110746,7.296984711,7.425538144
"NUDT19",4.70545863,4.932536129,5.265897828,5.227653961,4.728620909,4.643642962,4.877632343,4.617740486,4.797626942,4.70896765,4.56321968,4.742434078,4.930580805,4.748908388
"NUDT3",9.045174355,8.80742561,9.008838927,8.411573464,8.528569183,8.863313317,8.729049083,8.884629134,8.701692422,9.371707673,8.697809402,9.016909555,8.607923144,8.98364763
"NUP133",7.838635412,8.089591677,8.219830393,7.941660514,8.172074576,7.771128746,8.126563104,7.712085007,8.217052429,8.307445502,7.967349328,7.774378078,7.905491102,8.128520484
"NUP153",8.029862171,7.520974924,7.169262732,7.555299973,7.348175243,6.942259602,6.962624005,7.124222172,7.078241668,7.753706176,7.583518623,7.618858082,7.542945956,7.260130204
"NUP155",7.273659213,7.334719918,7.082430772,7.460867687,7.502880318,7.404275606,7.33102735,7.271222627,7.558709493,7.74999271,7.439452491,7.341544159,7.560246904,7.377462205
"NUP160",7.414818986,8.046632394,7.813565957,8.028224089,8.048991743,7.312682505,8.142470882,7.921575097,8.179772392,7.607520102,7.774378078,8.21165591,7.833045931,7.36420052
"NUP210",6.689811374,6.667991054,6.60328386,6.507635608,6.759108195,7.384184871,6.23501993,6.49317844,6.171858937,5.771844286,7.511804699,7.341892099,6.88380092,7.331399193
"NUP37",8.98049777,9.06447972,8.992914292,8.91762192,9.140495789,8.843418133,9.499355319,9.811296878,9.667199638,9.632656366,8.795949219,8.973725237,8.901797224,8.435071501
"NUP43",8.413194994,8.720284253,8.520765378,8.511713724,8.85454711,8.844915115,8.354576572,8.184504933,8.630553535,8.949393757,8.987691888,9.248093517,8.732912495,9.078899828
"NUP85",9.555009806,8.995439156,8.96249329,9.123167255,9.150787595,9.058788096,9.473995748,9.361124208,8.790267667,9.510320321,9.733960183,9.556913399,9.205985338,8.930523286
"NUP93",7.885019275,7.865774087,7.764228677,7.920093258,7.910147861,7.825127512,8.191252782,7.908972658,7.766520056,8.111305853,7.749307145,8.188830028,7.683212365,7.878029756
"NUSAP1",7.711364241,7.84310738,8.04145831,6.310753098,6.607805788,7.989876543,9.155178454,8.194235088,8.224380039,8.064675234,7.999872947,7.891393318,6.939069289,7.369094205
"NUTF2",5.611245005,5.863257349,6.162074246,6.330746743,5.830594007,6.214179867,5.987100486,6.271858068,5.872736334,5.907197688,6.122342507,5.914397658,5.495652835,6.280231999
"NVL",6.944912167,7.340495902,7.679572172,7.214084393,7.650853065,7.567410473,7.910901151,7.233345763,7.158152739,7.223047956,7.289345132,7.35976835,7.506335768,7.659121531
"OAF",12.26093921,11.82505252,12.0731448,11.52398261,12.51828912,11.47213477,12.37569255,11.56424984,11.58847222,10.90954813,12.20467566,11.07176557,11.9615907,11.66848304
"OAS2",9.466507595,9.621876053,10.18239933,11.12368263,9.707493257,10.39079965,9.516340894,10.00125782,10.66710141,10.46016838,11.21198685,10.77968468,10.75625356,10.64941068
"OGDHL",8.29318755,10.43151787,10.74013914,10.88247902,11.23995335,11.6706654,8.676791423,10.47727467,10.46200004,10.19912001,10.7938986,9.716957364,10.903895,10.54402881
"OGG1",8.198705653,7.187976727,6.479843875,6.79854762,6.84368669,6.403464805,7.448893312,7.223378299,6.410681119,6.531581011,6.416520056,6.669712275,7.329595174,6.481906182
"OIP5",7.076553573,6.006969701,6.464623341,4.903814531,5.170847753,6.000902332,7.747577781,6.296852881,6.119447946,6.547051498,5.992155618,5.664150215,5.559453518,5.045070463
"OIT3",4.867390757,7.154268808,6.161262102,7.145001442,7.739288955,7.980163889,5.087831109,6.512749904,5.595301786,7.136287841,7.549752511,5.902875014,7.691821616,5.147593043
"OLA1",4.743254889,4.777060094,4.63735454,4.715675451,4.92322426,4.729627955,4.834800963,4.584261078,4.597611725,4.955927382,4.603344586,4.915202713,4.739247266,4.585440009
"OLFML2B",5.672984013,5.612701159,5.20286448,5.031779595,4.721920426,4.902890602,5.647795779,5.903641143,6.444579203,5.160903733,4.952122014,6.578350856,5.137066214,7.587822754
"OLFML3",4.843531995,7.560972308,5.986070123,6.328528782,6.776346726,6.669712275,5.632737543,5.486521863,7.432919188,6.307592038,5.855897782,6.602981706,6.487594552,6.128386909
"ONECUT2",8.51304993,7.888077253,7.87277904,8.283590828,8.865903901,8.198705653,6.126235044,7.164717166,8.084744827,8.318543201,8.341961267,7.79319667,8.314715599,7.114487209
"ORC1",5.539827273,5.101769019,5.512188897,4.923068166,4.841218238,5.384593139,5.488950582,5.122912939,4.65327864,5.255426026,4.907180186,4.952833228,5.443196035,4.996798532
"ORC6",14.49635619,14.28450814,14.34628795,14.16921014,14.85989068,14.87305649,14.34628795,14.14098906,13.95496394,14.17885461,14.55595102,14.48579072,14.54445284,14.80654541
"OSBPL3",5.248763376,5.267584313,5.006652455,5.02106991,5.223237364,4.842573445,6.144446117,4.942244485,5.925694332,5.911121424,5.819283515,6.304975979,4.736307484,6.039926456
"OSGEPL1",6.183496259,5.998836179,5.469234219,5.837894116,6.021207761,5.096323103,6.561774058,5.875752089,6.138824285,6.139125251,5.063544996,5.805674054,6.514201618,5.115018116
"OSR2",4.698626094,4.678890175,5.119251874,4.558126509,4.599935309,4.659287651,5.04680372,4.853977175,4.628638781,4.615808646,4.791414339,4.514923522,5.021143841,4.626584634
"OSTF1",9.624361167,9.759164366,9.387970529,9.274698654,9.263775794,9.062503713,10.06631232,9.993678351,9.814761552,9.16826076,9.726205723,9.855107554,9.577307683,9.417853509
"OXNAD1",7.100527589,6.823928292,7.011079295,6.866317168,6.847158095,6.830931177,6.32798723,7.111320633,7.159200791,6.645677107,7.419134607,6.560119777,7.28367203,7.248927652
"PA2G4",8.540969252,8.43935612,8.55859699,8.802257789,8.898519346,9.22936951,8.5860001,9.071208005,8.508516758,9.041916061,8.771544194,8.850693628,8.520353646,9.061978462
"PABPC1",11.30102035,12.94705689,12.28832837,12.58072025,12.10744424,11.67499368,12.28216142,11.65894472,12.6100083,12.20234792,12.1998039,12.3277595,12.10484123,12.2510797
"PABPC4",10.33620565,11.3322159,11.10470356,10.87428423,10.89245766,11.04445425,10.56943334,10.6919381,11.0094149,10.75097895,10.02979777,11.17905841,10.5535261,11.17267762
"PABPN1",8.730331144,8.960973145,9.34103682,8.922878323,9.854334795,10.03874957,9.137817007,9.328319153,9.152977191,9.352681618,9.537620301,9.617957454,9.175190569,10.14292744
"PAFAH1B3",6.311656539,7.665754971,8.275714204,7.630750089,8.073162417,8.348415502,8.502293219,8.378330784,8.532607713,6.407364752,8.058787461,8.677728634,7.526887795,8.097161938
"PAIP2B",4.519016852,4.984352619,4.643674371,4.552597417,4.79613848,4.54977177,4.9980077,4.889281024,4.812780272,4.547624979,4.507538192,4.594734273,4.564893114,4.701458545
"PAPOLA",9.695044759,9.428245617,9.276243381,9.415890843,9.320832484,9.210924301,9.025847096,9.297827812,9.476644969,9.386853038,9.504335461,9.368764881,8.923872922,9.726205723
"PAPSS2",10.22790057,10.08337656,10.54590695,9.988486367,9.921271089,9.99019087,9.133963597,9.941936302,9.773345235,10.35623662,9.865179893,9.367665949,10.02738098,9.891343784
"PARD3",4.78329859,5.101579607,4.788190566,4.796416463,5.099127769,4.891944693,4.816343187,4.546207406,4.679207322,4.65716454,4.796844257,4.817930191,4.71295605,4.612778124
"PARP12",9.221784995,8.215829481,8.575132669,9.317139291,9.016417415,9.267595654,9.197358924,8.39672656,8.763080285,9.0233538,9.373595719,9.276243381,8.546415293,9.444246255
"PARPBP",6.234750762,5.326337494,5.306107923,4.971025664,4.861209182,4.735262502,6.173230203,5.739443239,5.560888424,5.930661677,5.223374248,5.539406847,4.970000931,5.193623924
"PAXIP1",7.84376745,7.065195324,7.679946262,7.476004981,7.929906485,7.453141672,7.858417784,7.242873771,7.586786335,7.697375661,8.122730266,7.605325229,7.864687448,7.328828804
"PBK",5.436456762,4.705637696,6.135057966,4.568322598,4.927518035,4.945353953,6.826759697,5.01279649,5.255157944,5.724197246,5.944414181,4.892410212,4.839158156,4.748170325
"PBLD",8.853115955,10.2766219,9.58941914,8.650164365,9.30125656,8.760681141,8.313894362,9.60398813,9.395104629,10.24306867,8.84670487,8.261124037,9.649814903,7.839874929
"PBRM1",6.043388855,6.098588075,6.171047746,6.2019998,5.574881276,6.159010779,5.940905021,5.939917913,6.176867328,6.357023871,6.234750762,6.081942689,6.385251192,6.068662389
"PBXIP1",5.874528078,5.794870625,6.498212256,5.80546311,6.262938028,5.902192497,5.757319397,6.182408902,6.181860825,5.425311444,6.329068521,6.040998514,5.926417322,6.614761197
"PCBP2",12.34435531,12.33878806,12.23353193,12.50026446,12.6385773,12.82430184,12.25333319,12.4895645,12.82070463,12.22449801,12.58696283,12.71446518,12.31991831,12.38085893
"PCCA",10.37318214,10.33620565,10.1656034,10.45537093,9.710322685,9.584816053,10.24494237,9.868558966,9.803469385,10.86567015,9.835703299,9.707493257,10.3886468,9.582921698
