"","LDN-1","LDN-2","LDN-3","LDN-4","LDN-5","LDN-6","LDN-7","LDN-8","LDN-9","LDN-10","LDN-11"
"PIPOX",11.4390593,11.17267762,11.39741848,11.37786572,11.36030406,11.15473132,11.25570865,10.90954813,11.34972673,11.40272892,11.42824923
"PITPNM3",4.464241931,4.518402793,4.516569554,4.448863172,4.520184228,4.45474263,4.528745118,4.462402894,4.504321752,4.552153496,4.68103963
"PIWIL4",5.427488838,5.500533645,5.340378313,4.872251575,5.21062426,5.615978218,4.938763499,5.002914776,4.914028877,5.026495614,6.04389724
"PKM",6.811301266,6.861113275,7.35907739,6.415596522,6.846561819,7.01387149,6.856582466,6.30552343,6.951801154,6.834165834,6.586157327
"PKN1",5.790747176,5.728325085,6.327152002,5.929159682,6.172421121,4.712385028,5.721801258,5.674493121,5.893013869,5.946385871,6.109860261
"PLAAT3",10.84661071,9.857956042,10.85446466,10.95300783,11.21524785,10.83904859,11.1866365,10.70018808,11.01617395,11.52904045,11.42601317
"PLAC8",6.95973779,8.82014548,9.477209553,9.070657685,8.498144034,8.645982666,9.983200558,9.705252578,9.436721693,8.552261175,5.835661176
"PLAG1",4.99816651,4.90575196,4.720585955,4.676630078,4.819139448,4.965533397,4.613417969,4.907664493,4.754253747,4.674194229,4.8171012
"PLCB1",6.149797748,5.627197731,6.370911342,6.19063678,6.768780147,7.482439579,6.258126598,6.855017261,6.376096841,6.159594218,6.573346706
"PLCB2",5.704037421,6.009354334,6.514790489,6.182654325,6.152760724,5.632737543,6.895171698,5.962641973,6.299330623,6.337224479,4.91980158
"PLCD3",4.43743951,4.54106653,4.50833407,4.508921013,4.475307922,4.424459922,4.550677087,4.43861084,4.448879268,4.408958199,4.464886764
"PLCG1",6.50606964,7.432919188,7.018344026,7.068971952,7.059344663,6.113552496,7.088977985,6.141882797,6.80821145,7.016825916,6.807021552
"PLCG2",9.81003396,10.28988199,10.15523124,10.45732096,10.20593156,9.827124477,10.04090364,10.03225135,9.888972448,10.01189121,10.79635458
"PLG",13.59583298,13.30631135,13.86864527,13.90041796,13.85468098,13.54918483,13.82624506,14.20890499,13.95496394,13.99478896,13.43605545
"PLIN5",7.255767069,6.465489359,5.998254822,7.284992064,7.051635709,6.906404075,7.44255804,6.662537914,6.888918214,6.651992242,6.71667646
"PLK1",9.965098474,9.40067766,9.848846102,10.09590341,10.06221896,9.908438719,10.03303239,9.744511995,9.656611585,10.11126957,9.983959385
"PLK4",5.964681787,5.615978218,5.979377027,4.861209182,5.203525615,4.628019972,5.266038905,5.260915326,5.169814835,5.97630285,4.69618975
"PLOD3",9.741661123,9.469729955,9.469729955,8.955528522,9.049847328,8.689879372,9.676696569,9.633971355,9.394395436,9.7240942,9.791397157
"PLSCR4",9.113962906,8.605572535,9.119258687,9.082737769,9.1059077,9.002488599,9.555605291,9.025284452,9.186075557,9.125436062,9.414680906
"PLXNC1",4.76510915,4.766033364,5.045801388,5.041268147,5.084071524,4.972050352,4.925707495,4.92911752,5.088497512,4.914028877,5.368455408
"PMF1",6.169517401,6.923504591,6.649230186,7.2482787,6.605660939,6.628118441,6.593439146,7.065873645,7.083713483,6.629635813,6.565393909
"PNP",8.678185531,8.674447884,8.607923144,8.145781831,8.688442431,9.278481451,8.324364634,8.592445584,8.663244918,8.285318983,8.044943113
"PODXL",7.935599344,7.695627242,7.583518623,7.703590158,7.588161681,7.461658211,6.888021961,6.907363703,7.244231687,6.07471221,8.858877892
"POGK",9.220108728,8.940448167,9.433360399,8.730917039,9.387970529,9.457323808,9.361124208,9.261061557,9.24354846,9.083727951,8.895604595
"POGZ",7.148932916,6.753073019,6.891478907,6.964549848,7.205811803,6.996438144,7.471137525,6.9739126,7.283289834,7.086963176,6.40918015
"POLA1",5.792708278,5.613552116,5.265187087,5.494507788,5.923365599,5.789330106,5.776993091,5.93173833,5.658903318,5.876273124,5.948432821
"POLD1",6.216100152,6.176867328,6.023495743,5.156205934,6.066462812,5.059593638,5.895497642,5.577664039,5.426584804,5.969867445,6.097013417
"POLE2",5.461486025,5.239768645,6.250443619,6.145353223,5.653302644,5.440942979,5.416547804,6.44661199,5.749117788,7.088977985,5.677977272
"POLE3",10.2076469,10.57054051,10.2051933,10.01410149,10.16135047,10.07060806,9.926667413,10.21083511,10.36582824,10.48998154,10.2439689
"POLG2",5.54160888,4.75011404,5.568267746,4.814687875,4.69724261,4.67429049,4.883204785,5.105401764,4.864354153,4.419545852,4.846129476
"POLR1D",11.36030406,11.14133868,11.75525569,11.45290666,11.23664227,10.92233866,11.51570203,10.48007501,10.92636592,11.07706695,11.5177944
"POLR2G",9.512017055,9.716957364,9.546253824,9.51265937,9.645113292,9.144420905,9.335584176,9.084252271,9.552521207,9.738793624,9.558895871
"POLR2H",9.617304203,9.704535782,9.822677877,9.805727211,9.812030521,10.09743153,9.979419874,9.158320809,9.598137028,9.815516565,9.62744805
"POLR2J",6.129782604,6.341126029,6.066462812,5.584197391,5.287928462,5.403527717,5.497576674,5.720870039,5.625959483,5.741293816,5.776548588
"POLR3F",6.001943081,5.845391165,6.128112633,5.52303263,6.170698354,5.793873295,5.804238233,5.485955382,5.373179232,6.007483024,6.032661142
"POLRMT",9.217701103,8.677728634,8.929564155,9.307250079,8.999281827,8.300725234,9.07316346,8.491388729,8.80742561,8.966534024,8.90087223
"POP5",7.825502647,8.024243363,7.763197862,8.164338861,7.652059816,7.37044294,7.873145569,7.685861401,7.426850438,7.897924023,8.020705415
"POU2F1",6.167903173,6.315268374,5.696778684,6.474495667,5.963392356,6.118592627,5.913925335,6.455682781,6.026597041,6.093031083,6.241159004
"PPFIBP1",7.787332651,7.45458515,7.37044294,7.828432292,8.242847897,7.58848598,8.397939194,7.546546302,8.011412512,7.873528784,7.304796649
"PPFIBP2",10.41164072,10.2404776,10.35351551,10.68593302,10.34525207,10.48998154,10.52507956,10.89369289,10.42352236,10.71767364,10.63182321
"PPIA",5.509555902,6.270220304,6.189517626,5.83013987,6.300502824,5.943889314,5.338369308,6.101707165,5.822246951,6.393966318,6.469235551
"PPIH",8.302904925,8.331742156,7.953022235,7.783596495,7.804925435,8.125769412,7.820676706,7.871108617,7.588828874,8.43935612,8.066602587
"PPM1D",6.757891462,6.980654277,6.625019619,6.867592742,6.513907895,6.905192927,6.428267756,6.838324523,6.604734368,6.490149873,6.453276362
"PPM1G",10.65585892,10.55569188,10.69784036,10.07368088,10.59585088,10.64727667,10.35440957,10.35242889,10.50005159,10.62276674,10.56001675
"PPOX",6.99915859,6.954067944,7.369094205,6.853180905,7.33987937,6.706111879,7.241904885,6.785047882,6.574242036,6.920203189,6.914710627
"PPP1CC",10.65384888,10.88760078,10.50099809,10.53329922,10.69784036,10.52606444,10.62609825,10.57647001,10.56529639,10.11675023,10.44175051
"PPP1R3B",6.283883654,6.493458315,6.205088648,6.53356416,6.186255404,6.224237946,6.342737316,7.521339914,7.517509587,7.20276526,7.433646115
"PPP2CB",9.333189088,9.738122143,9.395104629,9.610346925,9.537620301,9.95853672,9.04720488,10.19912001,9.785296339,9.529183499,9.798058927
"PPP2R1A",10.89369289,10.34711695,10.41755186,9.980225089,10.30684229,10.24494237,10.60615942,10.05847031,10.26258075,10.33329351,10.63620587
"PPP2R5A",9.503115305,8.9614073,9.211411422,9.714419727,9.712496308,8.944057156,9.387491845,9.689096961,9.472189413,9.537046902,9.566846314
"PPWD1",6.923152,7.139297943,7.157815137,7.512487094,7.049140788,7.047227958,7.104469445,7.287093988,7.453511581,7.180826802,7.117135385
"PQBP1",7.754061621,8.111305853,8.318084583,7.807277268,7.849215471,8.183689479,8.169685333,7.879479761,7.943843525,7.937901732,8.532209067
"PRC1",6.446045981,6.069894725,6.226505094,5.179420262,6.019401507,5.500533645,5.630403814,5.789573723,5.864678374,6.553837376,5.883344338
"PRCP",12.09790659,12.10484123,12.19020305,11.97486197,12.04649713,12.15247715,12.28216142,11.86105046,11.77374336,12.03291004,11.86105046
"PRDM10",6.307592038,6.676817254,6.307592038,6.32186519,6.322674936,5.964408607,6.3310054,6.969611093,6.750079741,6.649817693,6.362190258
"PRDM15",4.647107963,4.526575088,4.574639443,4.556198988,4.618718788,4.644893719,4.618432424,4.516420052,4.552584979,4.555151909,4.450142686
"PRIM1",6.584010163,6.532358915,7.300447117,6.655248,7.097031055,6.60214375,6.393182385,6.983549969,6.430579789,6.679416897,6.005346095
"PRIM2",5.407725544,5.83366539,6.21533267,6.242748715,5.911121424,6.19727107,5.853985031,5.602667305,5.782142048,5.964135916,6.178563436
"PRKAA2",4.59368391,4.756634214,4.594608963,4.597236574,4.439824862,4.540150103,4.494452449,4.529493397,4.514624154,4.557442918,4.572703805
"PRKAB1",7.276112701,7.732643837,7.215039396,7.09469507,7.309996564,7.027957492,7.160764926,7.18387451,7.235421351,7.223378299,7.281280145
"PRKAB2",7.995572581,8.283139329,7.786609931,8.157956698,8.55449422,6.820532739,8.214660684,8.096754206,8.641108792,7.931025901,8.397939194
"PRKAG1",6.887721743,7.049729004,7.263164326,7.06990017,7.11947591,7.157258726,6.995183332,7.427566304,7.461288097,7.813185181,8.347766336
"PRKAG2",8.434644276,8.395518253,8.711049643,8.640644855,8.483484731,8.605572535,8.709617715,9.492382143,8.884092558,8.784169595,8.511343138
"PRKAR2A",5.103620435,5.613138805,6.121831498,6.05261743,5.906977343,5.499402588,4.948309755,6.397068948,6.208426992,5.911354815,5.913428245
"PRKAR2B",4.745914561,4.612484329,4.863218626,4.600853483,4.75689547,4.634020245,5.298740646,4.700615159,4.53226005,4.660699921,4.822026158
"PRKCA",8.736794916,7.568823829,8.271470383,8.44029702,8.397463968,7.677783327,8.956562697,8.505463872,8.573411189,8.116407919,7.500693504
"PRKCB",7.365668123,7.64463915,8.278310996,7.282965066,7.514569955,7.651655987,8.029862171,7.352641785,7.382807013,7.715699677,5.838151526
"PRKCD",7.920452585,7.816201745,7.80162548,7.551770989,7.763540555,7.868021545,7.857000272,6.837746949,7.928759232,7.696267425,7.532044547
"PRKCG",4.529305521,4.829876688,5.214095471,4.419684379,4.700784436,4.787250726,4.570677445,4.664521214,4.543903619,4.744373523,4.514885213
"PRKD2",6.547318576,6.286449169,5.906147273,6.441071958,6.349316826,6.453879493,6.719243422,5.998836179,6.273514801,6.047677351,6.063264092
"PRKDC",8.615801116,8.809870556,8.466834178,8.447178869,8.668867061,8.953916029,8.712007617,8.493514692,8.806432018,9.256161358,8.734896804
"PRMT3",7.902837405,8.257082233,8.304584761,8.076268272,7.860756029,8.27264005,8.065876841,8.045766345,7.770046461,8.250567162,8.273894406
"PRODH2",10.6547996,10.23222608,10.71093997,10.61250729,10.68475181,9.879380033,10.56943334,9.870665903,10.48323871,10.53782126,10.21083511
"PROM1",8.576414835,6.539954836,6.724408061,6.717334729,7.813565957,8.135251869,7.771872111,6.114944113,6.651056266,6.331269418,6.079295418
"PRPF19",8.449289758,7.975506237,8.339385857,8.687847505,8.296869831,7.420201343,8.552261175,8.2133194,8.277506065,8.341961267,8.610106724
"PRPF3",8.895028466,8.35249657,8.760681141,8.864807662,8.956562697,8.264822926,8.929030905,9.09782927,8.843418133,8.551119133,8.271092263
"PRPF31",9.296775915,8.797351512,9.247106713,9.136162559,9.104259352,8.803726603,9.209399671,8.568045821,9.031730842,8.92600854,8.787895281
"PRPF6",5.237743275,4.999196153,5.836469384,5.686592618,5.337570706,5.982749212,5.560219106,5.879432163,5.744429518,5.42709027,5.864467752
"PRR14L",4.630729192,4.731834806,4.74181589,4.557883504,4.47597625,4.635621631,4.562965604,4.750802859,4.661051848,4.45474263,4.473603043
"PRRC1",8.206410188,8.514260345,8.309662235,8.160780464,8.282744395,8.147724582,7.94460042,8.723019208,8.184504933,8.23873761,8.481396871
"PRRC2C",8.462076855,8.72993687,8.795949219,8.329946661,8.614056248,8.781703814,8.894633757,8.84132234,8.82733199,8.602429383,8.575132669
"PRSS53",5.814981845,5.450687735,6.881536973,5.740132408,6.413303845,7.097031055,5.679300497,6.357666232,6.334090718,6.037103128,6.801269967
"PSG6",4.672003097,4.601968882,4.564707145,4.65050345,4.570193223,4.68275562,4.631003061,4.718550738,4.535255212,4.824218945,4.537798335
"PSMA1",10.7938986,10.824755,10.4284721,10.52084472,10.55248522,10.99880057,10.403875,10.94646343,10.40970013,10.65037581,10.95432279
"PSMB4",10.71341186,10.95691747,10.58936896,10.7378302,10.57408616,10.64170638,10.82017453,11.01738214,10.71458291,10.61923232,11.01215127
"PSMD1",9.814761552,9.863768356,9.46092105,9.158320809,9.421904634,9.346780196,9.004630959,9.575257746,9.400059546,9.65733731,10.05422248
"PSMD14",9.16826076,9.175190569,8.549452929,8.329099485,8.722133795,9.119258687,8.336612188,9.167143202,8.640644855,9.148255925,9.613587186
"PSMD3",6.079022007,6.17553801,6.295954367,6.651683888,6.261548413,5.373179232,6.259592233,6.612395047,6.470374882,6.303828466,6.778659056
"PSMD4",10.26258075,10.35905465,10.13151465,9.925231087,9.984834959,9.709650506,9.85869271,10.22701602,10.2076469,10.15357694,10.38765228
"PSMG3",6.59433637,6.19063678,6.014168396,6.478186977,6.098876234,6.117809165,6.263808387,5.989078163,6.231330892,6.341126029,5.825828499
"PSPH",4.989262854,6.368511608,5.708398461,5.732365012,5.890130857,5.350757878,5.22017501,5.731153681,5.881693726,5.733772785,6.035016827
"PTBP1",12.41386729,12.37828033,12.23119678,12.03757959,12.01759687,12.41886722,12.32516535,11.9550442,12.12824671,12.14523701,12.29896498
"PTBP3",9.677346677,9.761182311,9.677346677,9.328898379,9.328898379,9.690360142,9.677346677,9.683300385,9.512017055,9.465184252,9.574652489
"PTEN",10.73058639,11.09349714,11.02899071,10.83417996,10.92356781,10.69071512,10.88098254,10.93062078,11.00688298,10.87853859,10.76373517
"PTGES3",8.287945242,9.210924301,8.389916446,8.956562697,8.691821744,8.764812859,8.252105654,9.271688146,9.355040991,8.157119572,9.106473093
"PTGS2",8.931997153,8.55449422,6.527906379,8.32567683,7.111320633,9.632656366,8.544737072,7.170993952,7.068971952,6.431356868,7.477300882
"PTH1R",8.71804698,8.831217974,8.627669188,8.737672096,8.72350922,8.420013592,9.276845682,8.305775969,9.44484982,8.047871929,7.872317294
"PTK2",10.81020278,10.40098957,10.46915341,10.38183281,10.54303899,10.49706907,10.5389765,10.23474991,10.39260308,10.42756832,10.37318214
"PTMA",7.558058124,8.124226057,7.129654909,7.436346083,7.689926642,8.086339556,7.00844648,8.253385039,7.926194321,7.474311998,7.674976331
"PTPN12",8.382116268,8.416003487,8.059205718,8.194707953,8.248616796,8.586773675,8.341021208,8.27264005,8.12893863,7.845373201,8.483088095
"PTPN13",5.114391091,5.125879743,4.687478523,4.638121585,5.599917243,5.22390795,5.043549591,4.795643553,5.391871758,4.701420031,5.449255618
"PTPN3",7.630014244,6.934262106,7.307125257,7.940568813,7.670464516,7.310327252,7.621386667,8.132063078,7.687692943,7.681738593,7.488941929
"PTPRB",6.430298791,6.645677107,6.453276362,6.810697137,6.669400801,7.292758514,7.281942889,7.279552895,7.087918795,7.180472306,6.310753098
"PTPRG",6.078450898,6.020453153,5.795842948,5.959279336,5.795842948,6.176084512,5.74538241,5.950924062,5.383010349,5.978879038,6.254121978
"PTS",10.19675378,10.28114767,10.26995757,9.892745091,9.8335792,10.47027852,10.01272095,10.37224749,10.13059807,10.49814568,10.65384888
"PTTG1",8.062833371,7.252716716,7.175497529,6.070398914,6.823022906,6.409502323,6.768545418,6.492006905,6.339957775,7.3564611,6.392849879
"PUF60",10.78886952,10.91503943,10.80884226,10.66934189,10.67856667,10.8046883,10.60715666,10.92636592,10.99201781,10.63965132,10.79160483
"PURA",7.973129135,7.862749998,7.920093258,7.647947767,7.919726537,7.41417971,7.614886657,7.79319667,8.007441176,7.449240361,7.491305592
"PUS1",10.00505849,9.415245322,9.737452706,9.393808826,9.429641915,9.945158243,9.435086647,9.161746781,9.176854139,9.711009443,9.623122915
"PUS10",5.827780928,6.395850267,5.946120882,6.699368986,6.41793212,6.449449787,6.413034317,7.094024152,6.790564613,6.767562751,6.401469088
"PUS7",6.806522823,6.976603917,7.465951009,7.020719175,7.268360707,7.505097775,7.110617927,6.998010192,7.070281975,7.525413618,6.894297093
"PWP1",8.85790301,9.081099273,9.158320809,9.355569283,9.366621174,9.389047864,8.940448167,9.307250079,9.318321083,9.226656508,9.163261042
"PWWP2A",5.766452589,5.778802266,5.775421275,5.37771196,5.306948916,5.595524115,5.314498575,5.175794547,5.527100244,5.693887491,5.583057507
"PXDC1",5.113089883,5.387551659,5.342944602,5.374340177,5.281369344,5.436456762,5.617581017,7.084646829,5.939473572,5.237353196,5.863738986
"PXMP2",11.68066788,11.94402048,12.04649713,12.51828912,12.57449507,11.95974423,12.04878462,11.9708252,12.43339971,12.03051813,12.43339971
"PYCR2",8.596405586,8.056302152,8.392765331,8.409784981,8.175317266,8.500499555,8.195480403,8.421397336,8.337120818,8.666543772,8.318890675
"PYGO2",5.274898714,5.424694475,4.958522226,5.178739463,5.663026549,4.737016281,5.538183564,5.173920096,5.299356708,4.789264212,5.107058922
"QSER1",5.015653443,4.986652681,5.300126693,5.021512867,4.631929654,5.422125339,5.8447193,4.983599136,5.131649534,4.920825032,4.971796617
"R3HDM1",5.659555785,5.604112527,5.204266181,5.545316794,5.215040378,5.687539257,5.495445574,5.773319673,5.425311444,5.78290193,5.758726145
"RAB11FIP4",4.762765662,4.53935427,4.628943382,4.909930045,4.862326485,4.498466775,4.684312108,4.897677352,4.707662086,4.612382477,4.729375945
"RAB13",5.5516009,5.719734748,6.915341159,6.024310501,5.706768697,5.57890832,6.076856029,5.644147192,5.677540309,6.999007246,6.788772042
"RAB20",6.28444113,7.221683039,7.048510531,6.854696092,6.713967241,7.524738827,7.010424729,7.21275929,6.997687587,7.722581495,7.467146103
"RAB22A",9.012825621,9.083279593,9.473412804,8.940936707,9.051404913,8.92600854,8.779464965,9.013900629,9.070157717,8.967982302,8.724531427
"RAB25",6.869409274,5.585466674,5.745154308,5.165013241,6.839517038,6.786278892,6.413903283,5.099601657,6.579575669,5.449255618,5.697880593
"RAB3GAP2",4.743025449,5.025735736,4.744152382,5.018356885,5.007974473,5.307540331,4.964958697,4.687948477,4.622228532,4.631266634,4.854867422
"RAB4A",7.323805021,7.897226148,7.981993251,7.728315511,7.917504231,7.623070984,7.534439237,8.119952153,7.890288217,7.716094472,7.368090778
"RAB4B",6.627513321,6.742778403,6.254747751,6.545259848,6.791471988,6.639721034,6.661001296,6.382859538,6.63154857,7.039994121,6.923932005
"RABAC1",9.50975565,9.525560722,9.036458016,9.027006759,9.006114159,8.510379915,8.841924989,9.38045763,8.950939059,8.856447558,10.01335587
"RABIF",4.798962262,4.989695061,4.822739425,4.925597759,4.901674037,5.580362524,5.007443902,5.002220715,4.883428408,5.248262942,5.047391373
"RAC1",11.27188313,11.40617495,11.02276313,11.10765607,11.28297373,10.93441926,11.14579387,11.38474166,11.28963585,11.00288367,11.15156708
"RACGAP1",6.281644166,6.277122714,6.326873014,5.666180696,5.992713953,5.258479537,5.631737438,5.62551591,5.257723644,6.0283799,6.135637744
"RAD1",4.628363751,5.033232264,4.846285534,4.646730646,4.988657973,4.621237017,4.842021349,4.997874592,5.048331868,5.410029258,4.959446639
"RAD21",8.156349835,8.149365463,8.13359964,8.374733328,8.71013296,8.475255403,8.747872166,8.633759021,8.75779916,8.335792607,8.510379915
"RAD50",6.203710602,5.88361345,5.953130285,6.285880659,6.406788722,5.70490731,6.604097501,6.173630543,6.516287011,6.030461101,6.561538588
