"","C-1","C-2","C-3","C-4","C-5","C-6","C-7","C-8","C-9","C-10","C-11","C-12","C-13"
"NOL8",7.888077253,7.760547135,7.84310738,7.893829594,7.772905216,8.083966456,7.605018075,8.024243363,8.723019208,8.012225794,7.566729646,8.305775969,7.933326561
"NOM1",4.775633109,4.529693301,4.615475283,4.703220437,4.746372736,4.542380252,4.578740971,4.792867586,4.78144641,4.678617243,4.75047851,4.573909119,4.725695833
"NONO",11.20551643,10.98909987,10.96727641,11.2703651,11.16970962,11.15018465,11.17905841,10.87060241,10.99473085,11.268875,11.08230547,10.98357613,10.97326186
"NOP2",8.536458829,9.483369851,9.765432323,10.42756832,9.07316346,9.414680906,8.991837821,9.487336531,10.94362349,10.01335587,8.768753114,9.004040869,9.220636416
"NOP56",9.190552168,9.248093517,9.675358489,10.07132433,8.988723957,9.373595719,9.933204405,9.991544766,10.48998154,9.667199638,9.169868453,9.552521207,9.330137275
"NOSIP",9.621876053,9.693565895,9.450602405,9.132169069,9.717627914,9.157825172,9.597497343,9.610346925,9.553772938,9.163261042,9.811296878,9.497990281,9.496102283
"NOX4",6.029115068,5.43067776,4.664202443,5.731406621,5.20002199,5.440644004,4.973670013,5.335951925,4.701221028,5.176947743,5.407187911,5.320585366,5.166104263
"NPC1",8.244016749,8.008966801,8.899499927,9.136676309,7.836365875,7.743965841,8.056688833,8.235325093,7.849595797,8.051279379,8.159681667,8.681581257,7.958453745
"NPM1",11.17745842,11.82300343,11.31899985,12.9282544,11.36563885,11.93057972,12.64738135,11.9615907,11.18805024,11.1004964,11.12087662,12.15882981,11.88323767
"NPNT",4.739907903,4.45420631,4.452096012,4.86281363,4.627008133,4.515102963,4.504378543,4.519805296,4.603355771,4.582718281,4.579349206,4.679593335,4.421531454
"NPY1R",4.606667368,4.634723922,4.669619513,4.639028924,4.835891756,4.638204887,4.75813089,4.702004472,4.740968092,4.727938546,4.601631856,4.7001838,4.659735564
"NQO1",5.305961593,6.111156748,5.662160725,6.338618592,8.844915115,7.145738251,7.236020854,6.915341159,7.20390674,5.038315848,5.07028096,7.847348006,6.387720185
"NR1H4",10.65384888,10.04090364,10.42352236,9.7459563,9.0751769,9.75990103,10.0494748,9.926035524,10.29806003,10.09277391,10.37318214,10.05912234,9.95853672
"NR1I2",8.342839691,8.461265074,8.249056354,6.615774859,8.151741136,7.56453584,7.853100172,7.955386208,7.572070832,7.41670361,8.767782295,7.650506564,8.812875238
"NR2C2",6.894597593,6.552344273,6.902997555,7.174554565,6.382859538,6.83345653,6.973595791,7.254747608,7.403913256,6.834779962,6.996140327,6.802904035,6.565650991
"NR2C2AP",6.149797748,5.952159874,5.907455531,6.082756266,6.247511303,5.895497642,5.22562072,6.56895039,6.420868872,5.944414181,6.188088069,6.816182186,5.882533159
"NR3C2",7.837911889,7.75975288,7.540786877,7.327530002,7.835651078,7.287093988,7.604009888,8.237531903,7.014546092,7.463017587,8.317242299,7.511804699,7.746423474
"NRAS",7.382404877,7.087918795,7.475677879,7.136874683,7.161340482,7.451106409,7.110617927,7.328520456,6.929544372,7.562729218,7.267041162,7.234019601,6.994464979
"NRBP1",5.755956061,6.41938272,6.286990133,6.610876482,6.513907895,6.208184217,6.448841853,6.104413687,6.062961901,6.288879878,6.474200364,6.623482775,6.62054988
"NRF1",4.742589408,4.630809806,4.664989891,4.931919132,4.72628319,4.623397694,4.621729246,4.931618926,4.714683746,4.619210886,4.643866413,4.741265999,4.916173354
"NSF",10.18325484,10.2828424,10.20427565,10.36253698,10.2422025,10.29897542,10.17226721,9.621876053,9.821315725,10.11596909,9.94034478,10.40098957,10.04387858
"NSFL1C",8.394325112,8.335018028,8.232955198,8.146575536,8.615801116,8.187197634,8.649764719,8.369961203,8.144098489,7.930304256,8.381290223,8.335018028,8.278310996
"NSMCE2",7.33859382,7.462696685,7.348175243,7.218001739,7.648659747,7.631095728,7.596107072,7.80974325,7.174891032,7.665754971,7.516109262,7.685528618,7.05873485
"NSUN5",7.275080349,7.267687734,7.278586859,6.978024401,7.162024609,7.199963713,7.641281744,7.076868074,7.508948343,7.485705012,7.176917727,7.739642147,7.551466715
"NTF3",8.367733117,7.022315862,6.955008596,7.58163325,7.781248959,7.269406589,6.925746572,7.495117068,6.41938272,7.770381884,7.239982065,6.655555331,7.292090762
"NTN4",8.04535773,7.26350194,7.266427947,7.506015434,7.982404774,7.615176127,6.869175031,8.06122356,7.731877441,8.349633144,7.69219489,7.201763759,7.530298782
"NTPCR",8.563952159,8.625357776,8.720727669,8.120313773,8.991837821,8.460318107,8.364360021,8.797351512,8.810365686,8.646492459,8.806432018,8.694060161,8.917059517
"NUAK1",9.440434487,8.759712787,8.318890675,9.360134272,9.467751532,9.232769952,8.631053529,8.017348443,9.088372922,8.834141767,8.522572037,8.744175517,8.50453482
"NUB1",9.658588252,9.48082796,9.661154401,9.370006488,9.671254717,9.569465301,9.91900307,9.765432323,9.620415166,9.481452251,9.775414931,9.997311034,9.692353358
"NUDCD3",8.147724582,8.066188385,8.14322887,8.127732322,8.354081518,8.065876841,8.206884051,8.662290342,8.32784374,7.981993251,8.260286193,8.261511321,8.443664254
"NUDT1",6.848310489,6.776984172,6.402948887,7.26169792,7.454940981,6.590348954,7.410349086,7.304430346,6.91441344,6.650438045,6.815448011,7.645371787,6.819238012
"NUDT19",4.796109923,4.871009799,4.686166749,5.092653463,4.743622604,5.137712205,4.509336739,4.563817072,4.688031116,4.820872481,4.805450503,4.813126611,4.837268219
"NUDT3",8.83603645,8.786808154,8.772044794,8.469909317,8.909580954,8.754272209,8.585102409,9.161161512,8.737672096,9.00662177,8.73809871,9.090385629,8.974825415
"NUP133",8.21822326,7.807566543,7.822401313,8.051279379,8.11961628,7.908972658,7.602596547,7.971862363,7.497212437,7.751896157,8.132426218,7.957632367,7.914012989
"NUP153",7.604650133,7.306797826,7.889588612,8.114868605,7.630750089,7.836801784,7.230876825,7.51933897,7.89174129,7.786265794,7.726212839,7.048842609,7.632568089
"NUP155",7.233687174,7.422282603,7.485372764,7.447844756,7.665353976,7.121881864,7.333382934,7.348500342,7.139957605,7.481718824,7.52040925,7.388340877,7.367412302
"NUP160",8.312924579,8.221478385,8.547315588,8.273894406,8.280733099,8.074664675,7.886524185,7.989876543,7.852279025,8.020705415,8.232228919,7.936351999,7.770046461
"NUP210",6.377895116,6.163655966,6.097250269,5.897738512,6.838324523,6.085391189,6.119447946,6.298494838,6.264077669,5.289780993,6.7936254,6.955626463,6.676470517
"NUP37",9.043019438,8.728600097,8.615801116,9.072175062,8.900028993,8.511343138,9.295119854,9.022280973,8.549452929,8.675926559,8.982569839,9.549345639,8.601169285
"NUP43",8.539309098,8.01529129,8.241706261,8.227139761,8.519105943,7.918583368,8.499966609,8.633759021,8.173323457,7.709898339,8.150988296,8.856447558,8.474323562
"NUP85",8.622539859,9.017459711,8.970059376,9.098358239,9.129778905,9.372262715,8.887723147,8.924399915,9.371122922,9.067593834,9.037917709,9.047745217,9.076277243
"NUP93",7.385968394,7.574599024,7.603631002,8.255093185,7.654846433,7.779796383,7.438766937,7.974327165,7.603282167,7.789175278,7.259187933,8.255487062,7.435280387
"NUSAP1",6.200283699,6.804386797,6.457082175,6.930221227,7.377462205,7.341196651,6.624684011,7.521678535,5.041268147,6.796336007,6.938754714,8.002565267,5.88640683
"NUTF2",5.261236657,5.442050781,5.658253887,5.837229588,5.575656915,5.923365599,4.866226864,5.770639416,5.656776507,5.338842164,5.631737438,5.699819525,5.481157083
"NVL",7.313448081,6.952384906,6.515350055,6.908357871,6.872766308,7.092693846,7.205163709,7.091960666,7.205811803,6.953091777,7.056861281,6.884343668,7.192846397
"OAF",11.6204048,11.93712806,11.70541546,11.07327533,11.5379697,11.7178311,11.91100666,11.43745566,11.46897802,11.78183168,11.81683117,11.56424984,11.78627339
"OAS2",9.85032107,9.465880471,8.93687333,9.953955606,9.374684011,11.1866365,9.386853038,10.01410149,8.85836474,9.981104891,9.776907884,11.19684561,9.807769385
"OGDHL",10.31019862,10.81291815,10.49519429,8.929030905,9.815516565,10.09743153,10.29318684,10.64624966,10.70265806,10.43051047,10.68076519,10.40200152,10.64829966
"OGG1",6.567741336,6.568317138,7.258448102,6.076360514,7.024223347,6.384915026,6.640749412,6.817676752,6.445747016,6.03921894,6.482885134,6.592784597,7.292758514
"OIP5",4.762685624,5.453783024,5.368455408,5.271237201,5.511447145,4.795412743,4.819757356,5.116106946,4.779783647,4.633980615,4.787341156,5.486874128,4.628838991
"OIT3",8.25422745,8.261124037,7.839874929,7.365668123,7.28830085,8.13359964,6.848310489,8.21822326,7.403237759,7.791406419,7.766520056,8.666543772,7.610098615
"OLA1",4.777631253,4.603391562,4.85045483,4.663273292,4.81445611,4.60615231,4.680163096,4.864063896,4.771466656,4.611264936,4.865994869,4.723115522,4.611876709
"OLFML2B",5.567835696,4.731703485,4.809167155,6.315866972,6.382299125,4.690656501,4.545273061,5.185972605,4.918638216,4.894870309,4.624614295,5.579943213,4.742279481
"OLFML3",7.863155817,7.108160934,6.902093778,8.25422745,7.858417784,6.923504591,6.733622139,6.957852002,6.897601412,7.265809727,6.888570102,7.140973005,7.152247746
"ONECUT2",7.945010802,8.076654858,8.038979944,6.494965118,8.02629398,7.934432298,8.055303099,8.199456235,7.624495991,7.248927652,7.571801374,7.777553178,8.113609443
"ORC1",5.421781133,4.842573445,5.20660951,4.763498515,5.294313373,4.997506482,5.362735244,4.945353953,5.171414871,4.703699776,4.824529173,4.719138762,4.927030504
"ORC6",14.12361439,14.42873769,14.14098906,14.33553286,14.05472014,14.32467713,14.64302885,14.5929164,14.67969991,14.64302885,14.54445284,14.46185118,14.43988582
"OSBPL3",4.782328847,5.597550615,4.644987075,5.68232364,5.350757878,4.827324812,5.180348533,4.680717033,4.532393896,4.652948436,4.701000052,5.397227122,4.83946295
"OSGEPL1",6.114667477,6.561538588,6.517283272,5.347892432,5.999343117,5.706529011,5.57588115,5.779488462,5.180929714,5.676012277,6.576435631,5.693887491,5.976541122
"OSR2",4.690018736,4.696802334,4.532611679,4.734563898,4.561438656,4.525243894,4.568932606,4.544332952,4.5282366,4.558009519,4.565097704,4.656897097,4.529536491
"OSTF1",10.33228803,9.912887824,9.7240942,10.08189203,9.779922575,10.10229891,9.535871706,9.947946752,9.595584692,10.0165324,9.765432323,10.05109009,9.542681196
"OXNAD1",7.425183362,7.083713483,7.606727306,6.710100554,7.485372764,7.303127319,8.036612704,7.828076135,7.65664811,7.348175243,7.343130924,7.337486267,7.361460861
"PA2G4",7.977846479,8.091930514,7.691821616,8.159681667,7.891393318,8.064675234,7.79319667,8.510833024,8.601998065,8.160026604,7.746423474,8.596912654,8.161381957
"PABPC1",11.93977022,11.68838468,11.74171511,12.29896498,12.00859706,11.95326305,12.20234792,11.83711681,11.92839113,12.21728884,11.66651076,11.84209203,11.82921114
"PABPC4",11.00413914,10.68475181,11.00288367,11.52722642,11.19684561,11.11950208,11.26470497,10.74853378,11.03040074,11.08365555,10.80884226,11.14441084,10.68076519
"PABPN1",9.232258941,9.3633953,9.02114444,9.047745217,8.931064293,9.059320721,9.231710227,9.690989377,9.322588064,9.287484341,9.250319131,9.482783461,9.226106261
"PAFAH1B3",7.434013969,7.513209484,7.452218121,8.531978268,7.640605535,8.158794198,8.149365463,8.110095178,7.165055187,7.969967373,6.921775886,8.282328481,7.436346083
"PAIP2B",4.872420534,4.700690416,4.484843826,4.662754021,4.662828155,4.43261992,4.666583767,4.672782879,4.799990021,4.726241566,4.609934901,4.538221655,4.752006159
"PAPOLA",9.426455488,9.508585467,9.569465301,9.264287355,9.405987062,9.256690869,9.440434487,9.597497343,9.191728446,9.288059033,9.56225155,9.711009443,9.370487775
"PAPSS2",10.37715161,10.34711695,10.72713348,10.06062982,10.63965132,10.52708467,10.97443439,10.07945735,10.29416694,10.41056499,10.37224749,10.31680803,10.35440957
"PARD3",4.716680585,4.646259062,4.835707546,5.103248794,4.561860094,4.784521231,4.548896838,4.592965187,4.597136218,4.558344659,4.725672899,4.745771983,4.904961772
"PARP12",8.066989017,7.749611842,7.383544828,7.918583368,7.792854832,8.261511321,8.323841937,8.376566779,7.858128735,8.037376362,7.90508384,8.74602124,8.060383804
"PARPBP",4.685429225,4.639567538,4.592637949,4.674590289,4.598205305,4.495872497,4.677242741,4.687964534,4.60406412,4.490811213,4.647602268,5.409141042,4.633274776
"PAXIP1",7.604009888,7.569241672,7.712085007,7.736962072,7.229292973,7.53342004,7.417744797,7.785898041,7.55112409,7.667606082,7.431893019,7.344814563,7.482439579
"PBK",4.520975271,4.849317632,4.461263858,4.497234125,4.958051693,4.450806129,4.514725408,4.56082951,4.447336366,4.562656396,4.503742144,4.927190539,4.588566643
"PBLD",9.964347596,10.66343587,10.80605604,8.568900821,9.879380033,10.22399361,9.645803413,9.49996051,9.771508754,9.796098219,10.80755206,8.985136266,10.38183281
"PBRM1",6.273514801,6.628740945,6.46751249,6.0580214,6.276337597,6.585232601,6.935294416,6.535161401,6.529692322,6.113810531,6.778659056,6.286449169,6.254747751
"PBXIP1",5.924661421,5.448701112,5.874238046,5.930661677,4.882151236,5.982749212,5.906147273,6.257546184,5.642777492,6.097814886,5.64561851,5.851539913,5.91217235
"PCBP2",12.80370882,12.37042036,12.50293865,12.76284089,12.42994322,12.41632877,12.61960132,13.25882784,12.80370882,12.67024641,12.60367393,13.01089375,12.44995072
"PCCA",10.74359336,10.30684229,10.40007606,9.716957364,10.09509844,10.48810068,9.900359265,10.58384328,10.46200004,10.63859348,10.66000064,10.30157933,10.35818286
"PCDH9",5.532690787,4.980977535,4.996128537,5.579943213,5.276821688,4.805627002,4.992998379,4.635716781,4.91530138,4.996648306,4.744305184,5.07028096,5.497576674
"PCDHGA4",4.761585843,4.674318601,4.680176796,4.92538344,4.56667761,4.641382727,4.620594806,4.769114597,4.630890893,4.838589735,4.710412477,4.808752695,4.948426985
"PCGF6",8.434159199,8.243261861,8.527255352,7.955386208,8.155609747,8.54857993,8.18846478,7.792493665,8.048991743,8.624471478,8.098780961,7.898698065,8.321129371
"PCID2",10.21619942,10.04536919,10.4516012,10.26258075,10.12979794,10.21450047,10.05190951,10.22399361,10.26098106,10.3934097,10.02831153,10.26708439,10.09903487
"PCK1",12.47290948,12.03291004,11.9615907,11.00288367,11.5805276,12.46155141,11.55684142,12.00859706,11.41623628,11.90661545,12.45845128,11.64731336,11.90661545
"PCK2",12.94305378,12.84542045,12.47290948,10.15705234,12.759031,12.22895343,12.03051813,12.54206067,12.6835435,12.23575128,13.07163284,12.01976834,13.1636676
"PCLAF",13.95496394,13.97882553,14.06347665,14.13245093,14.01238028,14.13245093,14.48579072,14.35779379,14.26076236,14.48579072,14.47475707,14.14098906,14.11384894
"PCNA",7.413496929,7.849595797,8.231417862,7.391062659,7.75613966,7.710602135,7.725121542,7.703960088,7.194200208,7.728315511,7.667212735,7.978199689,7.665353976
"PCOLCE2",9.981104891,9.810666353,8.161381957,7.513550222,8.984172075,7.482804725,8.277027784,7.859199206,8.576414835,7.774808558,9.882403744,7.348175243,9.284584407
"PCSK6",7.797310422,8.768301183,7.459789968,6.60963582,7.399507824,7.217668838,7.785193248,6.146631367,7.451893738,7.060236718,7.262761678,6.875485088,8.243261861
"PCYT1A",4.661811367,4.794468415,4.854399237,4.666955404,4.636070727,4.614988463,4.510934564,4.665212039,4.810976569,4.983389651,4.552584979,4.920672156,4.95408341
"PDCD2L",6.614761197,7.145353063,7.103480643,6.677655098,6.864991782,6.685623358,7.098984174,7.171641928,6.920494918,6.91413391,6.797944267,6.924510008,6.408612869
"PDCL",6.024896302,5.093514646,5.527687051,5.922843351,5.393183149,5.443939984,4.864834703,5.667500519,4.46585117,5.016911409,5.766244114,5.806424688,4.918246707
"PDE2A",7.403913256,6.752202618,6.432204211,7.333382934,6.584298727,6.813472041,6.300502824,6.437960172,6.647406498,7.043960995,6.604097501,7.055621437,6.710100554
"PDE7A",6.190065643,6.694934476,7.02391646,6.920494918,6.355335895,6.599951827,5.743572489,6.568620978,6.071480719,6.778252216,6.55022409,7.638189809,6.597401355
"PDE7B",8.314335699,7.903262721,8.144098489,8.166951379,9.412453877,7.993284743,8.30837422,7.697011435,8.806432018,7.781248959,8.638815216,7.630329016,8.372896167
"PDGFD",5.625753688,5.174027134,5.446503861,7.852656675,6.117175752,5.46018641,6.497617023,5.068427276,5.836190876,5.424832124,4.773492238,6.173517105,5.323595886
"PDGFRA",9.088914173,8.23178965,8.838885786,11.08788917,9.176854139,8.674920317,8.517442257,8.189281391,8.633299288,8.907047334,8.511713724,8.37558012,8.182076941
"PDIA5",9.263267297,9.22777925,9.023846171,8.284010502,9.553098611,9.773345235,9.444246255,9.092391323,9.535871706,9.335020415,8.980043172,8.927607988,9.147683205
"PDPK1",8.854061438,9.068619281,9.239060262,8.674447884,9.022280973,8.972182428,9.000825905,8.542835145,8.835038133,8.568045821,8.644716747,8.726222475,8.494893101
"PDZD11",4.83174368,4.817262049,4.789031442,4.76524207,4.805914709,4.751957108,4.596776993,4.77325689,4.637249156,4.730207734,4.808211401,4.673529677,4.760883849
"PDZRN4",5.172262711,4.672967415,5.127178656,5.454687305,4.867183255,4.978767277,5.12543783,4.721470095,4.979475458,4.695550506,4.75114927,4.870335339,4.705216445
"PEAK1",4.753079781,4.619797443,4.594002224,5.021512867,4.510671828,4.60476601,4.737391637,4.568598418,4.68705417,4.605554199,4.695677456,4.528712534,4.618367411
"PECAM1",7.4839549,7.888077253,7.386624,8.772515355,7.885019275,8.329946661,7.579084476,7.718113076,7.524738827,8.052146542,7.722211104,8.819200592,7.244579292
"PEMT",11.06745893,11.86323076,11.90438837,10.35623662,11.54902495,11.70764002,11.28806027,12.02806884,11.65268146,11.84392163,11.79504199,11.3483191,12.00141449
"PEX11G",6.179103963,5.474769056,6.421149297,5.147891856,6.595537252,5.995887738,6.460494087,7.018045032,6.739487298,5.781892027,6.758178311,6.573026478,7.051961085
"PEX5",10.75097895,10.87060241,10.76857448,9.767246354,10.58826225,10.59265949,10.65889245,10.94362349,10.57647001,10.43643651,10.62276674,10.48912794,10.9367143
"PFAS",6.576680999,6.866317168,6.655888833,6.704251112,6.745450891,6.148716125,6.145353223,6.581924902,6.539040108,6.53969003,6.437372571,6.703065723,6.671238083
"PFDN2",4.416557661,4.534111402,4.451021828,4.566874235,4.496635434,4.421851722,4.574866696,4.491149051,4.41184585,4.561114249,4.709064743,4.395226558,4.614789881
"PFDN6",6.754029943,7.105978192,6.9425933,6.628422449,6.917248072,6.658940755,6.649817693,7.422282603,7.023267981,6.495329094,6.686930638,6.528847003,6.467209437
"PGM1",13.06363472,13.43111535,13.05527583,11.91100666,12.94305378,12.76284089,12.67024641,12.11761822,12.57449507,12.35519772,13.17576502,11.94185107,13.08872561
"PGP",5.063000998,5.304049279,5.349208019,5.292554597,5.19872605,4.997721342,5.380869455,5.359392435,5.251745709,5.257463496,4.849464506,5.195423425,5.409697475
"PHACTR3",5.49878818,5.411281659,5.217938735,6.460178404,5.307970869,5.244386981,5.179674542,5.003438265,5.119630006,5.177619671,4.809167155,5.674931936,5.374023209
"PHF10",7.616594213,7.768310821,7.690998779,7.067719304,7.438766937,7.11355209,8.058383721,7.345527306,6.931051208,7.023267981,7.896381115,6.891124536,7.673662503
"PHF20",6.281347645,6.144706497,6.546428767,6.485533052,6.302765601,6.578641624,5.821796941,6.253865745,6.287251973,6.52534353,6.691518841,6.348508321,6.495634865
"PHF20L1",8.08434494,8.186286021,8.314715599,8.430067441,7.984918227,8.188830028,7.693518841,7.599662952,7.779037146,8.060771528,8.134853357,7.71458417,7.776405658
"PHF6",4.768324841,5.281078178,4.940503081,5.374340177,5.079453814,5.926936758,5.26929338,6.208961094,5.146246005,5.265312007,5.058515655,5.023086494,5.33914547
"PHIP",8.054477443,7.750403747,7.653861218,8.611415894,8.096754206,7.737699308,7.665754971,8.01529129,7.899784776,8.261511321,7.986347559,8.432126934,7.961904819
"PHYHD1",7.10413607,5.91716262,6.586157327,5.8451634,7.163413922,6.503886284,6.766538325,6.253062835,6.843365163,6.453596464,7.017752189,6.439088826,7.429001526
"PHYHIPL",4.921488962,4.541445552,4.875588445,4.810359321,4.609756227,4.660925842,4.515755449,4.842128094,4.659119228,4.728236255,4.60557797,4.687668091,4.678250519
"PIAS1",8.267305798,7.988727861,7.751896157,8.638815216,8.655519406,8.065086498,7.965011467,8.397094149,8.186286021,8.012637419,8.350066655,8.425454683,8.165249114
"PIGC",8.589536723,8.310025053,8.23178965,9.075727341,8.839835425,8.753882952,8.57248378,8.732912495,8.59896761,8.711049643,8.510379915,8.712918792,8.235728655
"PIGU",7.146680448,7.730798254,7.105208525,7.30645435,7.787006265,7.291135075,7.489976673,7.997908773,7.482439579,7.154916228,7.355025025,7.611597458,7.776017594
